id,phone,ccard,web,visit,money,beacon,hann,mass,newbury,sweather,ktop,kdress,blouse,jacket,crpant,cspant,shirt,dress,suit,outwear,jewel,fashion,lwear,coll,omon,tmon,smon,gmp,mdown,promomail,promoresp,produnif,dbetween,resp
9955600099772,1,1,1,7,632.08,0.0,0.0,486.16,145.92,0.38799999999999996,0.214,0.0,0.031,0.245,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.02,0.071,0.0,0.0,0.0,116.0,53.0,24.0,8,2,26.22,26.84,1
9955600102456,1,0,0,1,172.99,0.0,160.99,12.0,0.0,0.0,0.153,0.0,0.337,0.0,0.0,0.22399999999999998,0.0,0.28600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.99,65.0,4.0,0,0,26.78,59.0,0
9955600111322,0,0,0,5,106.38,0.0,75.99,30.39,0.0,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.054000000000000006,0.21600000000000003,0.0,0.0,0.0,65.39,106.38,53.0,14.0,8,2,5.02,52.71,0
9955600113010,1,0,0,1,87.48,0.0,49.98,37.5,0.0,0.8590000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0,0.0,0.0,0.0,0.0,0.0,31.0,29.0,0,0,74.69,138.0,0
9955600113573,1,1,0,4,491.17,0.0,469.42,21.75,0.0,0.196,0.07200000000000001,0.155,0.22699999999999998,0.0,0.0,0.0,0.14400000000000002,0.0,0.0,0.20600000000000002,0.0,0.0,0.0,0.0,0.0,96.95,159.2,48.0,30.0,4,1,18.29,32.0,0
9955600114505,0,0,0,4,107.21,0.0,74.22,32.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,59.97,59.97,27.0,38.0,0,0,100.0,67.75,0
9955600120344,1,1,0,2,158.98,0.0,109.98,49.0,0.0,0.39799999999999996,0.0,0.19399999999999998,0.0,0.0,0.0,0.122,0.28600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.99,89.99,53.0,28.0,7,0,29.16,57.08,0
9955600125936,0,0,0,1,489.93,0.0,0.0,489.93,0.0,0.0,0.0,0.0,0.222,0.162,0.081,0.0,0.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.93,60.0,0.0,6,1,36.52,234.0,0
9955600129594,0,0,0,1,99.0,0.0,0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0,0,100.0,269.0,0
9955600131346,1,1,0,1,140.39,0.0,122.39,18.0,0.0,0.622,0.0,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,61.0,14.0,5,0,46.09,171.0,0
9955600134792,1,1,0,8,1250.23,0.0,173.24,14.99,1062.0,0.29,0.012,0.139,0.002,0.244,0.278,0.006,0.012,0.012,0.0,0.0,0.003,0.0,0.003,0.0,0.0,0.0,102.23,49.0,21.0,9,3,18.5,26.63,0
9955600136390,1,1,0,10,591.95,0.0,431.95,160.0,0.0,0.21600000000000003,0.113,0.0,0.165,0.0,0.0,0.052000000000000005,0.165,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.97,223.97,62.0,13.0,10,5,19.77,22.64,0
9955600139087,1,1,0,3,538.81,0.0,450.82,87.99,0.0,0.309,0.07400000000000001,0.38299999999999995,0.0,0.149,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.99,245.99,418.81,66.0,3.0,8,0,25.05,20.0,0
9955600139090,1,1,0,1,255.46,0.0,249.46,6.0,0.0,0.0,0.0,0.0,0.044000000000000004,0.444,0.07400000000000001,0.0,0.0,0.141,0.0,0.0,0.0,0.0,0.015,0.281,0.0,255.46,255.46,54.0,20.0,3,0,57.23,25.33,0
9955600140731,1,1,0,4,543.24,0.0,391.25,151.99,0.0,0.235,0.071,0.0,0.212,0.094,0.129,0.094,0.035,0.106,0.0,0.0,0.0,0.0,0.024,0.0,0.0,322.75,322.75,59.0,23.0,10,2,11.76,32.62,0
9955600142182,1,1,1,9,501.23,0.0,457.73,43.5,0.0,0.5529999999999999,0.0,0.0,0.0,0.276,0.0,0.0,0.079,0.079,0.0,0.0,0.0,0.013000000000000001,0.0,0.0,0.0,0.0,39.99,53.0,29.0,10,5,23.63,12.66,0
9955600142542,1,0,0,6,577.94,0.0,532.96,44.98,0.0,0.207,0.0,0.0,0.0,0.098,0.087,0.326,0.0,0.239,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,577.94,60.0,5.0,9,2,20.12,37.0,0
9955600144951,0,0,0,4,405.98,0.0,0.0,366.0,39.98,0.45899999999999996,0.0,0.0,0.092,0.0,0.316,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,61.0,8.0,6,2,33.28,51.71,0
9955600151070,1,1,0,6,459.48,0.0,48.0,411.48,0.0,0.161,0.126,0.0,0.034,0.0,0.0,0.218,0.0,0.379,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,333.48,63.0,10.0,8,3,18.69,29.86,1
9955600152622,0,0,0,1,114.0,0.0,16.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.867,0.0,0.0,0.08199999999999999,0.0,0.051,0.0,0.0,0.0,0.0,71.0,0.0,4,1,74.94,84.0,0
9955600154714,1,0,0,1,83.97,0.0,0.0,83.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.97,83.97,48.0,30.0,0,0,100.0,78.0,0
9955600157764,1,1,0,9,870.08,0.0,784.59,85.49,0.0,0.5,0.0,0.115,0.052000000000000005,0.083,0.0,0.073,0.0,0.094,0.0,0.0,0.042,0.042,0.0,0.0,0.0,73.0,620.12,57.0,8.0,2,0,27.78,9.46,1
9955600157887,1,0,0,5,244.87,0.0,41.88,202.99,0.0,0.0,0.07200000000000001,0.0,0.0,0.07200000000000001,0.289,0.036000000000000004,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,28.88,28.88,59.0,12.0,10,2,77.31,62.55,0
9955600159283,1,1,0,6,273.98,0.0,231.92,42.06,0.0,0.0,0.155,0.46399999999999997,0.0,0.214,0.0,0.0,0.11900000000000001,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,49.99,58.0,19.0,1,0,22.26,20.61,0
9955600160081,1,1,0,15,1350.36,0.0,15.24,994.69,340.43,0.264,0.002,0.0,0.0,0.36200000000000004,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.11699999999999999,0.0,215.61,626.99,40.0,29.0,10,5,28.8,19.25,0
9955600161284,1,0,0,1,96.0,0.0,0.0,96.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,43.0,20.0,4,1,92.09,220.0,0
9955600162825,1,1,0,6,786.9,0.0,0.0,786.9,0.0,0.156,0.01,0.0,0.254,0.225,0.156,0.004,0.059000000000000004,0.0,0.0,0.0,0.0,0.028999999999999998,0.049,0.059000000000000004,0.0,19.97,279.93,56.0,18.0,10,0,19.28,39.0,0
9955600170284,1,0,0,5,408.93,0.0,393.93,15.0,0.0,0.47200000000000003,0.191,0.124,0.0,0.0,0.0,0.034,0.067,0.0,0.0,0.0,0.0,0.0,0.11199999999999999,0.0,0.0,0.0,0.0,54.0,9.0,10,2,24.06,27.6,0
9955600170543,1,0,0,6,241.44,0.0,23.99,217.45,0.0,0.0,0.0,0.0,0.331,0.0,0.33899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.248,35.0,161.45,161.45,34.0,34.0,0,0,43.95,19.07,0
9955600172916,1,1,0,1,214.17,0.0,11.69,202.48,0.0,0.0,0.0,0.0,0.7170000000000001,0.0,0.0,0.0,0.28300000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.17,62.0,10.0,0,0,58.82,67.75,0
9955600175447,1,0,0,1,117.99,0.0,10.0,107.99,0.0,0.0,0.0,0.08199999999999999,0.255,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.163,0.0,0.0,0.0,0.0,0.0,55.0,7.0,4,0,34.21,182.0,0
9955600178701,1,0,0,11,1188.33,0.0,1160.34,27.99,0.0,0.12,0.0,0.03,0.12,0.19399999999999998,0.09,0.0,0.12,0.09,0.19399999999999998,0.0,0.0,0.013999999999999999,0.03,0.0,0.0,0.0,356.43,60.0,6.0,9,5,6.88,17.85,0
9955600185293,1,1,0,2,170.48,0.0,0.0,170.48,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.0,0.0,0.0,0.0,0.0,0.0,52.98,31.0,40.0,9,1,59.8,118.5,0
9955600185325,1,0,0,2,282.45,0.0,15.0,267.45,0.0,0.35700000000000004,0.051,0.0,0.0,0.214,0.0,0.0,0.0,0.0,0.34700000000000003,0.0,0.031,0.0,0.0,0.0,0.0,0.0,49.98,48.0,21.0,6,1,29.59,61.54,0
9955600189040,0,0,0,6,512.97,492.98,0.0,19.99,0.0,0.034,0.128,0.0,0.006999999999999999,0.16899999999999998,0.17600000000000002,0.0,0.0,0.10099999999999999,0.0,0.0,0.013999999999999999,0.02,0.0,0.35100000000000003,0.0,0.0,163.99,57.0,7.0,7,2,47.33,44.08,0
9955600193584,1,1,0,5,833.96,0.0,815.35,18.61,0.0,0.402,0.031,0.031,0.062,0.14400000000000002,0.0,0.175,0.113,0.0,0.0,0.040999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,269.0,58.0,18.0,8,2,22.72,36.47,1
9955600195250,1,1,0,1,234.99,0.0,0.0,234.99,0.0,0.122,0.0,0.0,0.163,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.092,0.102,0.0,0.0,0.0,0.0,234.99,63.0,0.0,9,1,32.35,33.38,1
9955600196475,1,0,0,3,243.43,0.0,143.46,99.97,0.0,0.561,0.071,0.061,0.102,0.0,0.0,0.0,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.95,185.94,43.0,18.0,0,0,37.35,45.37,0
9955600197072,1,0,0,3,459.98,0.0,0.0,459.98,0.0,0.16699999999999998,0.0,0.0,0.125,0.24,0.135,0.0,0.146,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.99,20.99,65.0,9.0,7,1,17.44,90.5,0
9955600199863,1,0,0,1,232.89,0.0,49.98,182.91,0.0,0.735,0.19399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,5,0,57.57,53.66,0
9955600202785,1,0,0,4,468.87,0.0,176.49,292.38,0.0,0.0,0.0,0.0,0.0,0.515,0.0,0.0,0.182,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.98,48.0,23.0,4,1,38.72,62.8,0
9955600207151,0,0,0,3,96.23,6.5,0.0,89.73,0.0,0.0,0.156,0.0,0.313,0.23399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.141,0.031,0.0,0.0,0.0,0.0,44.0,18.0,0,0,9.65,57.33,0
9955600208772,1,1,1,10,1163.79,0.0,631.94,531.85,0.0,0.309,0.01,0.031,0.040999999999999995,0.10300000000000001,0.031,0.07200000000000001,0.021,0.258,0.0,0.0,0.0,0.031,0.01,0.08199999999999999,0.0,0.0,574.81,62.0,15.0,9,3,19.23,20.93,1
9955600210085,1,0,0,5,257.09,0.0,7.5,249.59,0.0,0.0,0.0,0.0,0.299,0.287,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.0,0.0,0.0,201.6,201.6,59.0,19.0,0,0,22.43,44.83,0
9955600210603,1,1,0,6,452.46,0.0,295.46,157.0,0.0,0.042,0.052000000000000005,0.083,0.16699999999999998,0.198,0.0,0.21899999999999997,0.115,0.094,0.0,0.0,0.0,0.0,0.031,0.0,0.0,41.99,187.98,58.0,19.0,9,3,14.52,24.67,0
9955600210784,1,0,0,1,182.5,0.0,0.0,182.5,0.0,0.541,0.0,0.0,0.133,0.0,0.0,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,182.5,59.0,20.0,3,0,39.85,101.66,0
9955600211402,1,1,0,5,250.1,0.0,150.5,99.6,0.0,0.271,0.24,0.125,0.135,0.156,0.0,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.95,132.16,23.0,27.0,2,1,19.2,11.23,0
9955600211817,1,1,0,3,300.94,0.0,0.0,300.94,0.0,0.45399999999999996,0.134,0.0,0.0,0.0,0.0,0.299,0.0,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.95,201.94,42.0,33.0,10,1,32.25,49.63,0
9955600211976,1,1,1,12,1562.3,0.0,7.44,1554.86,0.0,0.11699999999999999,0.028999999999999998,0.009000000000000001,0.22399999999999998,0.253,0.08800000000000001,0.0,0.049,0.057999999999999996,0.0,0.078,0.0,0.0,0.006999999999999999,0.08800000000000001,101.12,255.09,751.84,55.0,27.0,10,6,17.22,18.13,0
9955600213617,1,0,0,25,2098.7,5.0,1659.84,433.86,0.0,0.135,0.011000000000000001,0.006999999999999999,0.068,0.259,0.135,0.0,0.068,0.214,0.055999999999999994,0.0,0.011000000000000001,0.034,0.0,0.0,0.0,164.95,1452.66,49.0,22.0,11,8,14.0,5.31,0
9955600216555,1,1,0,17,522.0,479.41,0.0,42.59,0.0,0.10800000000000001,0.10800000000000001,0.0,0.126,0.271,0.253,0.054000000000000006,0.0,0.0,0.0,0.0,0.008,0.036000000000000004,0.036000000000000004,0.0,29.0,29.0,190.45,33.0,29.0,8,4,6.03,7.8,1
9955600221212,1,0,0,2,280.98,39.99,0.0,240.99,0.0,0.0,0.0,0.0,0.337,0.0,0.204,0.14300000000000002,0.0,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.99,63.0,6.0,0,0,27.43,66.5,0
9955600228020,1,1,0,2,282.37,0.0,224.13,58.24,0.0,0.0,0.0,0.0,0.040999999999999995,0.414,0.11,0.0,0.10300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.331,0.0,282.37,282.37,49.0,30.0,0,0,65.98,3.17,1
9955600228864,1,0,0,6,352.89,0.0,343.4,9.49,0.0,0.157,0.094,0.094,0.052000000000000005,0.231,0.0,0.094,0.063,0.21,0.0,0.0,0.0,0.0,0.004,0.0,29.98,142.42,302.91,42.0,34.0,2,2,15.46,32.27,0
9955600229256,0,0,0,1,116.75,0.0,0.0,116.75,0.0,0.32899999999999996,0.0,0.0,0.0,0.0,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336,0.0,0.0,0.0,62.0,14.0,7,0,75.54,101.33,0
9955600231181,1,0,0,2,83.97,0.0,0.0,83.97,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.99,83.97,27.0,35.0,0,0,50.0,160.66,0
9955600233633,1,1,0,1,79.98,0.0,0.0,79.98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,14.0,0,0,100.0,116.16,0
9955600234072,1,0,0,2,127.0,59.0,0.0,68.0,0.0,0.469,0.0,0.306,0.22399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,63.0,18.0,6,1,36.22,117.4,0
9955600235826,1,0,0,1,137.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.28300000000000003,0.0,0.0,0.7170000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,68.0,0.0,0,0,59.27,119.0,0
9955600237820,1,1,0,2,292.69,0.0,184.76,107.93,0.0,0.402,0.0,0.0,0.07200000000000001,0.247,0.0,0.0,0.247,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,48.74,50.0,12.0,9,2,28.55,38.27,1
9955600241722,1,0,0,7,189.08,0.0,46.49,142.59,0.0,0.188,0.038,0.188,0.038,0.15,0.0,0.35,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,59.47,114.6,36.0,34.0,1,0,14.74,16.04,1
9955600242691,0,0,1,1,240.0,0.0,157.0,83.0,0.0,0.204,0.0,0.0,0.306,0.28600000000000003,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,7.0,1,0,25.85,69.12,0
9955600247191,1,0,0,10,888.87,0.0,836.89,51.98,0.0,0.107,0.039,0.028999999999999998,0.11699999999999999,0.252,0.19399999999999998,0.136,0.028999999999999998,0.0,0.0,0.0,0.01,0.028999999999999998,0.0,0.057999999999999996,0.0,266.95,412.95,44.0,25.0,0,0,16.92,16.5,0
9955600256696,1,1,0,5,674.42,0.0,657.41,17.01,0.0,0.337,0.021,0.0,0.032,0.084,0.0,0.095,0.105,0.18899999999999997,0.11599999999999999,0.0,0.0,0.021,0.0,0.0,0.0,28.99,579.44,54.0,25.0,5,1,18.03,52.0,0
9955600257011,1,1,0,5,760.48,0.0,29.0,373.25,358.23,0.07400000000000001,0.027999999999999997,0.0,0.129,0.12,0.20199999999999999,0.138,0.0,0.064,0.12,0.0,0.0,0.0,0.006,0.12,0.0,78.96,760.48,45.0,16.0,9,3,16.67,13.84,1
9955600262015,1,1,0,3,507.98,0.0,88.0,419.98,0.0,0.6729999999999999,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.17300000000000001,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,244.99,61.0,12.0,9,2,48.77,37.18,0
9955600268994,1,1,0,31,3450.58,3106.53,59.5,144.6,139.95,0.247,0.012,0.14800000000000002,0.062,0.235,0.037000000000000005,0.025,0.062,0.0,0.0,0.07400000000000001,0.012,0.07400000000000001,0.011000000000000001,0.0,306.0,529.99,1023.4,48.0,33.0,9,6,10.97,9.14,0
9955600270274,1,0,0,1,184.47,0.0,0.0,184.47,0.0,0.17300000000000001,0.0,0.0,0.061,0.265,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,38.0,2,0,34.9,267.0,0
9955600276315,1,1,0,3,422.73,0.0,354.73,68.0,0.0,0.22399999999999998,0.0,0.0,0.0,0.0,0.163,0.092,0.122,0.39799999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.73,280.73,41.0,32.0,7,1,25.77,48.76,0
9955600283504,1,1,0,1,145.67,0.0,0.0,145.67,0.0,0.327,0.51,0.08199999999999999,0.0,0.0,0.0,0.08199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.67,145.67,30.0,40.0,0,0,37.3,73.0,0
9955600283526,1,1,0,68,4513.58,421.08,499.38,3593.12,0.0,0.299,0.035,0.08800000000000001,0.08800000000000001,0.08800000000000001,0.106,0.106,0.07,0.035,0.0,0.008,0.018000000000000002,0.018000000000000002,0.005,0.035,302.25,572.57,2400.05,29.0,48.0,11,8,5.11,4.6,1
9955600292403,1,0,0,1,431.35,0.0,289.91,141.44,0.0,0.0,0.0,0.094,0.188,0.385,0.0,0.063,0.135,0.115,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,431.35,48.0,0.0,7,0,21.86,119.5,0
9955600296522,1,0,0,6,515.21,0.0,273.22,241.99,0.0,0.14,0.0,0.0,0.157,0.0,0.083,0.0,0.248,0.066,0.0,0.0,0.0,0.0,0.05,0.256,108.0,121.99,121.99,61.0,8.0,4,1,28.36,24.08,0
9955600303000,0,0,0,1,88.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,2,0,100.0,202.0,0
9955600311900,1,1,0,6,1462.95,0.0,1419.94,43.01,0.0,0.111,0.005,0.044000000000000004,0.066,0.19899999999999998,0.155,0.066,0.066,0.155,0.077,0.0,0.0,0.0,0.022000000000000002,0.033,0.0,98.97,423.97,65.0,13.0,10,4,11.19,34.65,1
9955600314677,0,0,0,5,315.49,0.0,157.49,158.0,0.0,0.035,0.0,0.0,0.0,0.21100000000000002,0.12300000000000001,0.0,0.0,0.0,0.0,0.298,0.0,0.0,0.0,0.33299999999999996,0.0,0.0,0.0,60.0,27.0,4,0,34.94,36.08,0
9955600319382,1,0,1,9,971.91,0.0,919.74,52.17,0.0,0.261,0.037000000000000005,0.131,0.075,0.11199999999999999,0.0,0.075,0.037000000000000005,0.09300000000000001,0.0,0.0,0.011000000000000001,0.09300000000000001,0.075,0.0,0.0,0.0,52.17,58.0,17.0,9,4,4.47,21.6,0
9955600324670,1,0,0,2,246.21,0.0,0.0,246.21,0.0,0.295,0.013000000000000001,0.201,0.161,0.201,0.0,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,17.02,48.0,11.0,4,1,12.4,141.5,0
9955600329787,1,1,0,17,1533.13,0.0,1495.13,38.0,0.0,0.22,0.024,0.061,0.037000000000000005,0.135,0.0,0.061,0.086,0.233,0.0,0.098,0.0,0.037000000000000005,0.008,0.0,0.0,516.73,598.72,63.0,13.0,9,5,10.76,10.04,1
9955600331023,0,0,0,1,104.48,0.0,0.0,104.48,0.0,0.27699999999999997,0.0,0.0,0.0,0.0,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.0,0.0,0.0,56.0,15.0,1,0,82.72,246.0,0
9955600331203,1,0,0,2,144.98,75.0,0.0,69.98,0.0,0.134,0.0,0.062,0.247,0.0,0.20600000000000002,0.0,0.0,0.35100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,75.0,30.0,34.0,0,0,24.37,64.14,1
9955600337562,1,0,0,1,156.49,0.0,0.0,156.49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,38.0,2,0,100.0,350.5,0
9955600338707,0,0,0,3,112.97,0.0,0.0,112.97,0.0,0.0,0.091,0.0,0.0,0.0,0.7979999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,10.49,53.0,13.0,4,0,65.52,98.6,0
9955600341396,1,1,0,9,1339.31,0.0,1212.36,43.99,82.96,0.307,0.086,0.0,0.086,0.0,0.0,0.24600000000000002,0.061,0.19699999999999998,0.0,0.0,0.0,0.012,0.004,0.0,0.0,295.81,1240.32,59.0,16.0,7,4,14.95,29.26,0
9955600342397,1,1,0,4,385.52,0.0,358.22,27.3,0.0,0.102,0.0,0.109,0.0,0.182,0.109,0.066,0.08800000000000001,0.0,0.0,0.0,0.0,0.051,0.0,0.292,93.98,300.98,328.28,64.0,10.0,9,0,33.21,76.88,0
9955600349983,1,1,0,2,314.11,0.0,0.0,314.11,0.0,0.271,0.135,0.156,0.135,0.0,0.188,0.0,0.052000000000000005,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.0,114.32,314.11,47.0,31.0,1,0,17.39,6.64,1
9955600355731,1,0,0,2,138.98,0.0,0.0,138.98,0.0,0.0,0.0,0.0,0.149,0.0,0.5529999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.0,0.0,59.0,65.0,0.0,1,0,84.17,136.0,0
9955600362975,1,1,0,8,2230.93,0.0,1875.98,210.99,143.96,0.031,0.006,0.07200000000000001,0.174,0.24600000000000002,0.040999999999999995,0.0,0.08199999999999999,0.215,0.12300000000000001,0.0,0.0,0.0,0.01,0.0,213.99,357.95,1155.88,56.0,18.0,10,6,16.47,22.48,0
9955600364065,0,0,0,7,116.47,0.0,79.97,36.5,0.0,0.516,0.0,0.0,0.387,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,20.0,20.0,34.99,37.0,27.0,0,0,16.76,36.2,0
9955600365181,1,1,0,3,646.44,0.0,0.0,646.44,0.0,0.16699999999999998,0.0,0.0,0.0,0.462,0.077,0.141,0.0,0.0,0.10300000000000001,0.0,0.0,0.0,0.0,0.051,0.0,26.48,26.48,62.0,8.0,2,1,17.81,30.23,0
